customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,issue_resolved_bin,complaint_registered_bin,review_text_clean,sentiment_score_label,response_time_bucket
7214,male,18-25,east,home & kitchen,online,bigbasket,4,very satisfied with the quality.,positive,41,yes,no,1,0,very satisfied with the quality,1,24-48h
7215,male,18-25,north,books,online,nykaa,2,late delivery and poor packaging.,negative,41,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
7216,male,46-60,west,home & kitchen,online,bigbasket,1,product stopped working after few days.,negative,13,yes,yes,1,1,product stopped working after few days,-1,12-24h
7217,female,36-45,south,home & kitchen,online,flipkart,5,fast delivery and great packaging.,positive,35,yes,no,1,0,fast delivery and great packaging,1,24-48h
7218,male,60+,east,books,online,boat,5,"amazing experience, highly recommend!",positive,37,yes,no,1,0,amazing experience highly recommend,1,24-48h
7219,male,46-60,west,books,online,amazon,4,excellent product! exceeded expectations.,positive,17,yes,no,1,0,excellent product exceeded expectations,1,12-24h
7220,male,60+,central,travel,online,others,4,great value for money.,positive,16,yes,no,1,0,great value for money,1,12-24h
7221,female,46-60,east,groceries,online,others,5,fast delivery and great packaging.,positive,69,no,no,0,0,fast delivery and great packaging,1,>48h
7222,female,60+,north,books,online,ajio,3,works fine but could be better.,neutral,13,yes,no,1,0,works fine but could be better,0,12-24h
7223,female,18-25,south,automobile,online,shopclues,3,"delivery was fine, product is decent.",neutral,70,no,no,0,0,delivery was fine product is decent,0,>48h
7224,male,36-45,west,books,online,shopclues,3,"delivery was fine, product is decent.",neutral,57,no,no,0,0,delivery was fine product is decent,0,>48h
7225,female,60+,north,home & kitchen,online,boat,3,"delivery was fine, product is decent.",neutral,5,yes,no,1,0,delivery was fine product is decent,0,<12h
7226,female,46-60,south,beauty,online,croma,5,excellent product! exceeded expectations.,positive,58,no,no,0,0,excellent product exceeded expectations,1,>48h
7227,male,36-45,south,automobile,online,others,2,customer service was unhelpful.,negative,29,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7228,other,60+,south,groceries,online,lenskart,3,works fine but could be better.,neutral,24,yes,no,1,0,works fine but could be better,0,12-24h
7229,other,26-35,central,travel,online,croma,5,great value for money.,positive,41,yes,no,1,0,great value for money,1,24-48h
7230,female,18-25,central,books,online,ajio,2,customer service was unhelpful.,negative,23,yes,yes,1,1,customer service was unhelpful,-1,12-24h
7231,female,46-60,central,electronics,online,croma,4,"amazing experience, highly recommend!",positive,37,yes,no,1,0,amazing experience highly recommend,1,24-48h
7232,other,36-45,central,groceries,online,myntra,4,"amazing experience, highly recommend!",positive,30,yes,no,1,0,amazing experience highly recommend,1,24-48h
7233,female,18-25,central,beauty,online,amazon,5,"amazing experience, highly recommend!",positive,39,yes,no,1,0,amazing experience highly recommend,1,24-48h
7234,female,26-35,north,automobile,online,paytm mall,1,late delivery and poor packaging.,negative,15,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
7235,female,18-25,south,beauty,online,ajio,3,average experience overall.,neutral,62,no,no,0,0,average experience overall,0,>48h
7236,male,60+,north,sports,online,amazon,2,very disappointed with the quality.,negative,40,yes,yes,1,1,very disappointed with the quality,-1,24-48h
7237,other,60+,west,sports,online,meesho,3,average experience overall.,neutral,57,no,no,0,0,average experience overall,0,>48h
7238,male,60+,central,fashion,online,zepto,2,late delivery and poor packaging.,negative,70,no,yes,0,1,late delivery and poor packaging,-1,>48h
7239,male,18-25,north,groceries,online,nykaa,2,late delivery and poor packaging.,negative,49,no,yes,0,1,late delivery and poor packaging,-1,>48h
7240,other,60+,north,home & kitchen,online,ajio,4,"amazing experience, highly recommend!",positive,55,no,no,0,0,amazing experience highly recommend,1,>48h
7241,female,36-45,north,groceries,online,lenskart,5,"amazing experience, highly recommend!",positive,65,no,no,0,0,amazing experience highly recommend,1,>48h
7242,female,26-35,central,fashion,online,nykaa,5,great value for money.,positive,20,yes,no,1,0,great value for money,1,12-24h
7243,male,46-60,west,travel,online,lenskart,4,very satisfied with the quality.,positive,56,no,no,0,0,very satisfied with the quality,1,>48h
7244,male,60+,south,fashion,online,boat,5,very satisfied with the quality.,positive,25,yes,no,1,0,very satisfied with the quality,1,24-48h
7245,other,36-45,north,home & kitchen,online,croma,4,excellent product! exceeded expectations.,positive,9,yes,no,1,0,excellent product exceeded expectations,1,<12h
7246,female,18-25,east,groceries,online,zepto,1,late delivery and poor packaging.,negative,14,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
7247,male,60+,east,sports,online,lenskart,4,excellent product! exceeded expectations.,positive,56,no,no,0,0,excellent product exceeded expectations,1,>48h
7248,other,18-25,north,fashion,online,facebook marketplace,1,product stopped working after few days.,negative,50,no,yes,0,1,product stopped working after few days,-1,>48h
7249,female,18-25,east,automobile,online,nykaa,2,customer service was unhelpful.,negative,56,no,yes,0,1,customer service was unhelpful,-1,>48h
7250,other,46-60,east,electronics,online,boat,5,very satisfied with the quality.,positive,25,yes,no,1,0,very satisfied with the quality,1,24-48h
7251,female,46-60,central,electronics,online,snapdeal,5,great value for money.,positive,61,no,no,0,0,great value for money,1,>48h
7252,female,46-60,north,fashion,online,paytm mall,4,great value for money.,positive,63,no,no,0,0,great value for money,1,>48h
7253,other,60+,north,fashion,online,nykaa,4,"amazing experience, highly recommend!",positive,3,yes,no,1,0,amazing experience highly recommend,1,<12h
7254,other,60+,east,sports,online,ajio,2,very disappointed with the quality.,negative,52,no,yes,0,1,very disappointed with the quality,-1,>48h
7255,male,18-25,south,books,online,shopclues,4,very satisfied with the quality.,positive,71,no,no,0,0,very satisfied with the quality,1,>48h
7256,other,26-35,central,books,online,tata cliq,3,"delivery was fine, product is decent.",neutral,26,yes,no,1,0,delivery was fine product is decent,0,24-48h
7257,other,46-60,west,fashion,online,lenskart,3,"delivery was fine, product is decent.",neutral,54,no,no,0,0,delivery was fine product is decent,0,>48h
7258,female,26-35,south,beauty,online,amazon,4,great value for money.,positive,28,yes,no,1,0,great value for money,1,24-48h
7259,male,46-60,south,fashion,online,amazon,5,great value for money.,positive,60,no,no,0,0,great value for money,1,>48h
7260,male,36-45,west,sports,online,zepto,4,excellent product! exceeded expectations.,positive,10,yes,no,1,0,excellent product exceeded expectations,1,<12h
7261,male,36-45,central,home & kitchen,online,snapdeal,3,"product is okay, nothing special.",neutral,55,no,no,0,0,product is okay nothing special,0,>48h
7262,male,18-25,south,sports,online,jiomart,2,very disappointed with the quality.,negative,34,yes,yes,1,1,very disappointed with the quality,-1,24-48h
7263,other,46-60,south,automobile,online,croma,2,not worth the price.,negative,67,no,yes,0,1,not worth the price,-1,>48h
7264,other,60+,west,sports,online,meesho,4,very satisfied with the quality.,positive,67,no,no,0,0,very satisfied with the quality,1,>48h
7265,female,60+,central,electronics,online,others,2,late delivery and poor packaging.,negative,55,no,yes,0,1,late delivery and poor packaging,-1,>48h
7266,female,26-35,south,travel,online,shopclues,1,customer service was unhelpful.,negative,46,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7267,other,46-60,east,beauty,online,paytm mall,3,neutral about the quality.,neutral,24,yes,no,1,0,neutral about the quality,0,12-24h
7268,female,18-25,west,sports,online,flipkart,5,excellent product! exceeded expectations.,positive,35,yes,no,1,0,excellent product exceeded expectations,1,24-48h
7269,female,46-60,east,automobile,online,flipkart,1,very disappointed with the quality.,negative,48,no,yes,0,1,very disappointed with the quality,-1,24-48h
7270,female,36-45,west,beauty,online,zepto,5,excellent product! exceeded expectations.,positive,29,yes,no,1,0,excellent product exceeded expectations,1,24-48h
7271,male,60+,east,travel,online,jiomart,5,excellent product! exceeded expectations.,positive,65,no,no,0,0,excellent product exceeded expectations,1,>48h
7272,male,46-60,central,books,online,meesho,5,fast delivery and great packaging.,positive,44,yes,no,1,0,fast delivery and great packaging,1,24-48h
7273,female,18-25,west,sports,online,reliance digital,1,not worth the price.,negative,36,yes,yes,1,1,not worth the price,-1,24-48h
7274,other,60+,central,sports,online,boat,2,not worth the price.,negative,65,no,yes,0,1,not worth the price,-1,>48h
7275,male,46-60,central,groceries,online,snapdeal,4,great value for money.,positive,11,yes,no,1,0,great value for money,1,<12h
7276,male,26-35,south,beauty,online,swiggy instamart,2,customer service was unhelpful.,negative,29,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7277,male,26-35,central,electronics,online,snapdeal,5,great value for money.,positive,5,yes,no,1,0,great value for money,1,<12h
7278,other,18-25,north,automobile,online,myntra,3,works fine but could be better.,neutral,44,yes,no,1,0,works fine but could be better,0,24-48h
7279,female,26-35,south,fashion,online,boat,2,late delivery and poor packaging.,negative,70,no,yes,0,1,late delivery and poor packaging,-1,>48h
7280,female,60+,north,home & kitchen,online,zepto,2,late delivery and poor packaging.,negative,70,no,yes,0,1,late delivery and poor packaging,-1,>48h
7281,female,60+,north,sports,online,flipkart,3,works fine but could be better.,neutral,56,no,no,0,0,works fine but could be better,0,>48h
7282,male,36-45,west,automobile,online,paytm mall,1,product stopped working after few days.,negative,43,yes,yes,1,1,product stopped working after few days,-1,24-48h
7283,other,26-35,north,electronics,online,nykaa,2,late delivery and poor packaging.,negative,1,yes,yes,1,1,late delivery and poor packaging,-1,<12h
7284,male,26-35,north,automobile,online,nykaa,4,very satisfied with the quality.,positive,50,no,no,0,0,very satisfied with the quality,1,>48h
7285,male,60+,east,fashion,online,amazon,1,late delivery and poor packaging.,negative,31,yes,yes,1,1,late delivery and poor packaging,-1,24-48h
7286,other,18-25,central,sports,online,meesho,1,not worth the price.,negative,63,no,yes,0,1,not worth the price,-1,>48h
7287,female,46-60,central,books,online,croma,2,late delivery and poor packaging.,negative,66,no,yes,0,1,late delivery and poor packaging,-1,>48h
7288,male,60+,central,fashion,online,paytm mall,1,very disappointed with the quality.,negative,33,yes,yes,1,1,very disappointed with the quality,-1,24-48h
7289,female,60+,north,groceries,online,facebook marketplace,3,"delivery was fine, product is decent.",neutral,70,no,no,0,0,delivery was fine product is decent,0,>48h
7290,male,46-60,north,beauty,online,reliance digital,5,very satisfied with the quality.,positive,5,yes,no,1,0,very satisfied with the quality,1,<12h
7291,other,60+,south,beauty,online,swiggy instamart,3,"product is okay, nothing special.",neutral,54,no,no,0,0,product is okay nothing special,0,>48h
7292,other,26-35,south,books,online,croma,2,customer service was unhelpful.,negative,32,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7293,male,60+,north,travel,online,shopclues,1,customer service was unhelpful.,negative,42,yes,yes,1,1,customer service was unhelpful,-1,24-48h
7294,female,18-25,east,groceries,online,croma,5,great value for money.,positive,10,yes,no,1,0,great value for money,1,<12h
7295,male,18-25,east,sports,online,flipkart,4,excellent product! exceeded expectations.,positive,30,yes,no,1,0,excellent product exceeded expectations,1,24-48h
7296,female,18-25,east,travel,online,reliance digital,3,average experience overall.,neutral,64,no,no,0,0,average experience overall,0,>48h
7297,male,46-60,north,sports,online,flipkart,2,late delivery and poor packaging.,negative,60,no,yes,0,1,late delivery and poor packaging,-1,>48h
7298,male,26-35,east,electronics,online,croma,4,great value for money.,positive,57,no,no,0,0,great value for money,1,>48h
7299,female,46-60,east,home & kitchen,online,ajio,4,very satisfied with the quality.,positive,24,yes,no,1,0,very satisfied with the quality,1,12-24h
7300,other,18-25,south,sports,online,paytm mall,1,customer service was unhelpful.,negative,55,no,yes,0,1,customer service was unhelpful,-1,>48h
7301,other,46-60,west,travel,online,amazon,4,very satisfied with the quality.,positive,13,yes,no,1,0,very satisfied with the quality,1,12-24h
7302,male,26-35,central,home & kitchen,online,croma,3,average experience overall.,neutral,30,yes,no,1,0,average experience overall,0,24-48h
7303,other,36-45,central,fashion,online,meesho,2,late delivery and poor packaging.,negative,23,yes,yes,1,1,late delivery and poor packaging,-1,12-24h
7304,male,18-25,west,sports,online,others,5,very satisfied with the quality.,positive,54,no,no,0,0,very satisfied with the quality,1,>48h
7305,other,60+,west,fashion,online,paytm mall,5,very satisfied with the quality.,positive,34,yes,no,1,0,very satisfied with the quality,1,24-48h
7306,male,26-35,north,travel,online,reliance digital,4,great value for money.,positive,42,yes,no,1,0,great value for money,1,24-48h
7307,female,46-60,south,travel,online,swiggy instamart,4,great value for money.,positive,10,yes,no,1,0,great value for money,1,<12h
7308,male,36-45,north,sports,online,meesho,2,late delivery and poor packaging.,negative,8,yes,yes,1,1,late delivery and poor packaging,-1,<12h
7309,other,36-45,east,groceries,online,paytm mall,5,fast delivery and great packaging.,positive,68,no,no,0,0,fast delivery and great packaging,1,>48h
